#CODE;RUSSIAN;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN;§RWarCraft§!: Генерация случайных артефактов на старте игры ;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_DEFAULT;По умолчанию;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_DEFAULT_DESC;На старте игры генерируется стандартное количество случайных артефактов.;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_X1_5_DESC;Количество случайных артефактов, сгенерированных на старте игры - §G1.5§!.;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_X2_DESC;Количество случайных артефактов, сгенерированных на старте игры - §G2§!.;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_X0_5_DESC;Количество случайных артефактов, сгенерированных на старте игры - §R0.5§!.;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_X0_25_DESC;Количество случайных артефактов, сгенерированных на старте игры - §R0.25§!.;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_OFF;Отключена;;;;;;;;;;;;;x
RULE_ARTIFACT_SPAWN_OFF_DESC;Генерация случайных артефактов на старте игры отключена.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
amulet_1;[GetArtifactJewelryCommonAffixN1] ожерелье;;;;;;;;;;;;;x
amulet_1_desc;Обычное ожерелье.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
amulet_2_diplomacy;[GetArtifactJewelryUncommonDiplomacyAffixN1] ожерелье[GetArtifactJewelryUncommonDiplomacyAffixN2];;;;;;;;;;;;;x
amulet_2_diplomacy_desc;Необычное ожерелье.;;;;;;;;;;;;;x
amulet_2_martial;[GetArtifactJewelryUncommonMartialAffixN1] ожерелье[GetArtifactJewelryUncommonMartialAffixN2];;;;;;;;;;;;;x
amulet_2_martial_desc;Необычное ожерелье.;;;;;;;;;;;;;x
amulet_2_stewardship;[GetArtifactJewelryUncommonStewardshipAffixN1] ожерелье[GetArtifactJewelryUncommonStewardshipAffixN2];;;;;;;;;;;;;x
amulet_2_stewardship_desc;Необычное ожерелье.;;;;;;;;;;;;;x
amulet_2_intrigue;[GetArtifactJewelryUncommonIntrigueAffixN1] ожерелье[GetArtifactJewelryUncommonIntrigueAffixN2];;;;;;;;;;;;;x
amulet_2_intrigue_desc;Необычное ожерелье.;;;;;;;;;;;;;x
amulet_2_learning;[GetArtifactJewelryUncommonLearningAffixN1] ожерелье[GetArtifactJewelryUncommonLearningAffixN2];;;;;;;;;;;;;x
amulet_2_learning_desc;Необычное ожерелье.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
amulet_3_diplomacy;[GetArtifactJewelryRareDiplomacyAffixN1] ожерелье[GetArtifactJewelryRareDiplomacyAffixN2];;;;;;;;;;;;;x
amulet_3_diplomacy_desc;Редкое ожерелье.;;;;;;;;;;;;;x
amulet_3_martial;[GetArtifactJewelryRareMartialAffixN1] ожерелье[GetArtifactJewelryRareMartialAffixN2];;;;;;;;;;;;;x
amulet_3_martial_desc;Редкое ожерелье.;;;;;;;;;;;;;x
amulet_3_stewardship;[GetArtifactJewelryRareStewardshipAffixN1] ожерелье[GetArtifactJewelryRareStewardshipAffixN2];;;;;;;;;;;;;x
amulet_3_stewardship_desc;Редкое ожерелье.;;;;;;;;;;;;;x
amulet_3_intrigue;[GetArtifactJewelryRareIntrigueAffixN1] ожерелье[GetArtifactJewelryRareIntrigueAffixN2];;;;;;;;;;;;;x
amulet_3_intrigue_desc;Редкое ожерелье.;;;;;;;;;;;;;x
amulet_3_learning;[GetArtifactJewelryRareLearningAffixN1] ожерелье[GetArtifactJewelryRareLearningAffixN2];;;;;;;;;;;;;x
amulet_3_learning_desc;Редкое ожерелье.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
amulet_4_diplomacy;[GetArtifactJewelryEpicDiplomacyAffixN1] ожерелье[GetArtifactJewelryEpicDiplomacyAffixN2];;;;;;;;;;;;;x
amulet_4_diplomacy_desc;Эпическое ожерелье.;;;;;;;;;;;;;x
amulet_4_martial;[GetArtifactJewelryEpicMartialAffixN1] ожерелье[GetArtifactJewelryEpicMartialAffixN2];;;;;;;;;;;;;x
amulet_4_martial_desc;Эпическое ожерелье.;;;;;;;;;;;;;x
amulet_4_stewardship;[GetArtifactJewelryEpicStewardshipAffixN1] ожерелье[GetArtifactJewelryEpicStewardshipAffixN2];;;;;;;;;;;;;x
amulet_4_stewardship_desc;Эпическое ожерелье.;;;;;;;;;;;;;x
amulet_4_intrigue;[GetArtifactJewelryEpicIntrigueAffixN1] ожерелье[GetArtifactJewelryEpicIntrigueAffixN2];;;;;;;;;;;;;x
amulet_4_intrigue_desc;Эпическое ожерелье.;;;;;;;;;;;;;x
