#CODE;RUSSIAN;;;;;;;;;;;;;x
EVTTITLE_WCCLS_1;Обучение начато;;;;;;;;;;;;;x
EVTDESC_WCCLS_1;Путь Мага - это путь удивительной и шокирующей силы. Умелый маг в одиночку способен противостоять армиям, атакуя сгустками тайной магии или насылая на врагов огненные дожди и снежные бури. Если же кто-то и доберется до заклинателя, то просто не сможет нанести удар - маг окружит себя многочисленными щитами, в которых будут увязать мечи и отскакивать вражеские заклинания. Вы сможете достичь ещё больших высот, чем сейчас, если продолжите развивать свой магический дар.;;;;;;;;;;;;;x
EVTTITLE_WCCLS_100;Обучение закончено;;;;;;;;;;;;;x
EVTDESC_WCCLS_100;Вы закончили обучение пути Мага и покорили многие школы магии. Любой противник трижды подумает, прежде чем напасть на вас, одинокого странника, вооруженного лишь посохом. Однако, будьте осторожны с магией, она способна уничтожать целые города, оставляя после себя лишь пустоту. Удачи, маг! И последнее наставление-мудрость - не бейте по комарам огненными шарами, Вы выше этого - замораживайте их.;;;;;;;;;;;;;x
EVTDESC_WCCLS_101;Путь Охотника - это путь одиночек, которые гораздо лучше ладят с животным миром, чем с окружающими. Никто не знает округу и леса лучше, чем охотники. Никто не знает столько, сколько охотники знают о животных. А приручив их, они получат надёжного друга, неспособного на предательство. Непревзойденные мастера ловушек, выслеживания и стрельбы из всего, что стреляет, всегда рады наставить и дать совет.;;;;;;;;;;;;;x
EVTDESC_WCCLS_200;Вы закончили обучение пути Охотника и обзавелись новыми друзьями - зверьми, которые будут следовать за Вами неотступно. А изучив премудрости слежки и охоты, вы способны преследовать противника сколько угодно, выматывая его и лишая сил. И если враг осмелится повернуться лицом, то его ждет встреча со всей вашей стаей, которую он вряд ли переживет... Удачи, Охотник! Звери не лгут, и любой из них может стать другом во враждебном мире.;;;;;;;;;;;;;x
EVTDESC_WCCLS_201;Путь Воина - это путь героев сражений многих рас. Именно воины ведут армии и вдохновляют на победу. Именно воины своей храбростью и умением обеспечивают перелом в битвах. Продолжив обучение, вы сможете достичь непревзойденного мастерства и узнать секреты, позволяющие выйти победителем из любых сражений.;;;;;;;;;;;;;x
EVTDESC_WCCLS_300;Вы закончили обучение пути Воина и теперь готовы встретить любого неприятеля в первых рядах. Неважно, будете ли вы сражаться мечом и щитом, двуручным мечом или мечами в обеих руках - даже табуретка в ваших руках станет смертоносным оружием. Удачи, Воин! Надеемся, вы не посрамите честь и достоинство своих учителей.;;;;;;;;;;;;;x
EVTDESC_WCCLS_301;Путь Паладина - это благородное и благословленное самим Светом ремесло. Именно паладины стоят на страже зла со времен Второй Войны, и способны выступать без страха против таких противников, которых невозможно поразить простым оружием. Вы впустили в себя Святой Свет и теперь способны укреплять свой молот святостью, а продолжив постигать секреты мастерства, сможете изгнать любое зло из темнейших уголков этого мира.;;;;;;;;;;;;;x
EVTDESC_WCCLS_400;Вы закончили обучение пути Паладина, и сам Свет отметил вас своей печатью, даровав целительные силы. Одним своим видом вы способны обратить в бегство силы зла, но если они осмелятся напасть на святого воина, то будут уничтожены и сожжены Светом. Удачи, Паладин! Вы - защита и опора мира, сметайте и изгоняйте любое зло, угрожающее ему.;;;;;;;;;;;;;x
EVTDESC_WCCLS_401;Путь Жреца - это путь служителей веры. Как и Паладины, они являются проводниками Света, и, хоть не стоят на передовой, они все равно способны защитить себя и окружающих в случае угрозы. Вы знаете, что ваши защитные чары и заклинания усиливаются крепостью духа. Служение Свету и народу Азерота сможет значительно усилить вашу силу.;;;;;;;;;;;;;x
EVTDESC_WCCLS_500;Вы закончили обучение пути Жреца и изучили школы как исцеления, так и тьмы. Как именно применять дар Света - решать вам. Издавна, со времен появления магии Света, жрецы поддерживали свой народ, давая искру надежды даже в самые темные времена. Удачи, Жрец! И не извращайте святой Свет понапрасну - он может и покинуть служителя, окунув его в пучину тьмы и отчаяния.;;;;;;;;;;;;;x
EVTDESC_WCCLS_501;Путь Разбойника - это путь коварства и обмана. Многие проклинают тех, кто на него ступил. Профессиональные убийцы и наемники, не соблюдающие никаких правил и кодексов, кроме заключенного договора с нанимателем. Постигая ремесло, вы отточите навыки проникновения куда угодно и совершения незаметных убийств.;;;;;;;;;;;;;x
EVTDESC_WCCLS_600;Вы закончили обучение пути Разбойника, и теперь сами тени будут вам союзниками, пряча от взглядов. Изучив множество хитроумных трюков и коварных уловок, вы способны сразить кого угодно, нападая исподтишка, и исчезая в тот момент, когда противник готов нанести ответный удар. Удачи, Разбойник! Мир, где честь и достоинство ничего не значат, принадлежит нам!;;;;;;;;;;;;;x
EVTDESC_WCCLS_601;Путь Чернокнижника - это путь магии Скверны, принесенный захватчиками из другого мира. В нашем мире многие тоже прельстились величайшими возможностями этой силы. Вы обращаетесь к темным искусствам, дабы нести хаос, смятение и разрушение в ряды противника. Обладая сильной волей, вы способны призывать на службу различных кровожадных демонов и удерживать их в подчинении. Продолжая изучение, вы обуздаете еще более разрушительные заклятия и сможете призывать могущественных демонов.;;;;;;;;;;;;;x
EVTDESC_WCCLS_700;Вы закончили обучение пути Чернокнижника. Вашей воле подчинились демоны, и признали в вас своего хозяина. Многие в мире боятся колдунов, и не зря. Магия чернокнижника способна разрушать душу своей жертвы, откалывая и кристаллизуя ее частицы, которые позже используются в других ритуалах. А прислужники одним своим видом могут обратить в бегство врагов. Удачи, Чернокнижник! Несите страх и ужас перед Скверной всюду в этот мир!;;;;;;;;;;;;;x
EVTDESC_WCCLS_701;Путь Шамана - это путь духовного лидера, чья сила берется из природных стихий. В отличие от других заклинателей, вы просите силы стихий о помощи, и силы стихий, чаще всего, откликаются на зов. Шаманы пытаются уравновесить стихии воды, воздуха, земли и огня своим посредничеством, успокаивая одних и раззадоривая других. Продолжая изучать шаманизм, вы научитесь так договариваться со стихиями, что они с рвением и готовностью помогут и усилят вас.;;;;;;;;;;;;;x
EVTDESC_WCCLS_800;Вы закончили обучение пути Шамана и своими глазами увидели, что духи стихий повсюду. И вы теперь можете просить их о помощи в любой момент - для усиления собственного оружия, для придания магических сил вашим тотемам, для ослабления противника, но только в том случае, если стихии сочтут просьбу справедливой. Удачи, Шаман! А если в какой-то момент стихии не ответят, всегда можно воткнуть тотем врагу в голову. Как говорит известная шаманская поговорка - на стихии надейся, а сам не плошай.;;;;;;;;;;;;;x
EVTDESC_WCCLS_801;Путь Друида - это путь природной магии и защитников окружающего мира. Веками друиды хранили равновесие между животными, растениями и климатом. Тем не менее, все души разные, поэтому и друиды могут быть агрессивными в своих намерениях. Вы уже знаете, что хрупкий баланс можно поддержать не только исцелением, но и разрушением. Продолжив изучение друидизма, Вы еще больше познаете, что Природа не столь безобидна.;;;;;;;;;;;;;x
EVTDESC_WCCLS_900;Вы закончили обучение пути Друида и научились как исцелять магией, так и уничтожать ею же. Любой противник познает на себе всю безграничную мощь природы, а заклинания исцеления будут лечить раны этого мира. Удачи, Друид! Храните, поддерживайте и защищайте природу во имя Кенария!;;;;;;;;;;;;;x
