#CODE;RUSSIAN;;;;;;;;;;;;;x
##Fallbacks;;;;;;;;;;;;;;x
artifact_common_affixn1_0;Обычное;;;;;;;;;;;;;x
artifact_uncommon_affixn1_0;Необычное;;;;;;;;;;;;;x
artifact_rare_affixn1_0;Редкое;;;;;;;;;;;;;x
artifact_epic_affixn1_0;Эпическое;;;;;;;;;;;;;x
artifact_legendary_affixn1_0;Легендарный;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_jewelry_stat_diplomacy_affixn2_0; Дипломатии;;;;;;;;;;;;;x
artifact_jewelry_stat_martial_affixn2_0; Военного навыка;;;;;;;;;;;;;x
artifact_jewelry_stat_stewardship_affixn2_0; Управления;;;;;;;;;;;;;x
artifact_jewelry_stat_intrigue_affixn2_0; Интриги;;;;;;;;;;;;;x
artifact_jewelry_stat_learning_affixn2_0; Образованности;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_common_origin;Ходят слухи, что [GetArtifactCommonOrigin].;;;;;;;;;;;;;x
artifact_uncommon_origin;Ходят истории о том, что [GetArtifactUncommonOrigin].;;;;;;;;;;;;;x
artifact_rare_origin;В сказках говорится о том, что [GetArtifactRareOrigin].;;;;;;;;;;;;;x
artifact_epic_origin;В мифах говорится о том, что [GetArtifactEpicOrigin].;;;;;;;;;;;;;x
artifact_legendary_origin;В легендах говорится о том, что [GetArtifactLegendaryOrigin].;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_common_origin_1;[This.GetName] на самом деле является редким артефактом.\nНе верьте слухам;;;;;;;;;;;;;x
artifact_common_origin_2;[This.GetName] текущий владелец обнаружил в куче мусора;;;;;;;;;;;;;x
artifact_common_origin_3;[This.GetName] создал подмастерье, бросивший обучение;;;;;;;;;;;;;x
artifact_common_origin_4;[This.GetName] пригодно к использованию, но не доведено до совершенства;;;;;;;;;;;;;x
artifact_common_origin_5;о [This.GetName] нет никаких историй;;;;;;;;;;;;;x
artifact_common_origin_6;злобный призрак настигнет тех, кто осмелится носить [This.GetName];;;;;;;;;;;;;x
artifact_common_origin_7;[This.GetName] не свойственны магические качества;;;;;;;;;;;;;x
artifact_common_origin_8;[This.GetName] выковал пьяный кузнец;;;;;;;;;;;;;x
artifact_common_origin_9;символы и руны, усеивающие [This.GetName] не имеют смысла;;;;;;;;;;;;;x
artifact_common_origin_10;ремесленник, создавший [This.GetName] выковал это произведение из совершенно другого артефакта, но значительно ухудшил качество;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_uncommon_origin_1;[This.GetName] никогда не зачаровывали, а магические свойства этот артефакт приобрел случайно;;;;;;;;;;;;;x
artifact_uncommon_origin_2;[This.GetName] выловили из озера;;;;;;;;;;;;;x
artifact_uncommon_origin_3;[This.GetName] - копия легендарного оригинала;;;;;;;;;;;;;x
artifact_uncommon_origin_4;на [This.GetName] все еще можно увидеть следы крови прошлых владельцев;;;;;;;;;;;;;x
artifact_uncommon_origin_5;[This.GetName] выковали по чертежам оригинала, принадлежавшего знаменитому герою;;;;;;;;;;;;;x
artifact_uncommon_origin_6;[This.GetName] украли у демона;;;;;;;;;;;;;x
artifact_uncommon_origin_7;описание [This.GetName] совпадает с описанием артефакта героя в популярной детской колыбельной;;;;;;;;;;;;;x
artifact_uncommon_origin_8;[This.GetName] нашли в городской библиотеке в сломанном состоянии, осколки собрали в память о давней войне;;;;;;;;;;;;;x
artifact_uncommon_origin_9;[This.GetName] пропитан странной магией;;;;;;;;;;;;;x
artifact_uncommon_origin_10;внешний вид [This.GetName] был изменен с целью сокрытия изначального вида;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_rare_origin_1;[This.GetName] являлся семейной реликвией павшего дворянина;;;;;;;;;;;;;x
artifact_rare_origin_2;[This.GetName] должен быть проклят, но вместо этого зачарован;;;;;;;;;;;;;x
artifact_rare_origin_3;[This.GetName] когда-то был дарован в качестве приза победителю знаменитого турнира;;;;;;;;;;;;;x
artifact_rare_origin_4;[This.GetName] изначально являлся копией, но в процессе изготовления превзошел оригинал;;;;;;;;;;;;;x
artifact_rare_origin_5;[This.GetName] создал загадочный человек, который хотел, чтобы его запомнили, но его имя было стерто из истории;;;;;;;;;;;;;x
artifact_rare_origin_6;[This.GetName] долго перековывали, чтобы привить текущие магические свойства;;;;;;;;;;;;;x
artifact_rare_origin_7;магические свойства [This.GetName] интригуют разум. Этот артефакт выкован из обломков множества разнообразных артефактов, принадлежавших героям;;;;;;;;;;;;;x
artifact_rare_origin_8;[This.GetName] был предназначен для захоронения вместе с умершим правителем, но был передан его наследнику, который начал традицию передачи этого артефакта самым достойным чемпионам;;;;;;;;;;;;;x
artifact_rare_origin_9;[This.GetName] был найден в процессе исследования древней гробницы;;;;;;;;;;;;;x
artifact_rare_origin_10;тиран, гордившийся своим внешним видом, носил [This.GetName] в день, когда его убили собственные слуги;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
artifact_epic_origin_1;[This.GetName] упал с неба;;;;;;;;;;;;;x
artifact_epic_origin_2;происхождение [This.GetName] неизвестно;;;;;;;;;;;;;x
artifact_epic_origin_3;[This.GetName] послужил искрой, из которой вспыхнула кровопролитная война между соседними королевствами, сражавшимися за обладание этим артефактом;;;;;;;;;;;;;x
artifact_epic_origin_4;[This.GetName] являтся последним доказательством существования давно умершего мистического существа;;;;;;;;;;;;;x
artifact_epic_origin_5;[This.GetName] когда-то продали за 40 тысяч золотых;;;;;;;;;;;;;x
artifact_epic_origin_6;изначальный владелец [This.GetName] провел последние годы своей жизни путешествуя по миру в поисках ответов на разнообразные тайны;;;;;;;;;;;;;x
artifact_epic_origin_7;иногда [This.GetName] светится сущностью жизней, которые были прерваны слишком рано;;;;;;;;;;;;;x
artifact_epic_origin_8;когда вы слишком долго вглядываетесь в [This.GetName], этот артефакт вглядывается в вас;;;;;;;;;;;;;x
artifact_epic_origin_9;из [This.GetName] раздается шепот, называющий имя существа из другого мира, создавшего этот артефакт;;;;;;;;;;;;;x
